product_name,review_text,tags
Anti-slip wax for glasses,Surprisingly worked well. My boyfriend has used on sun .... Surprisingly worked well. My boyfriend has used on sun glasses when we've gone running and he's a big fan. His glasses never shifted or fell down his nose. Curious to see how it holds up in the summer heat though.,"[""performance""]"
Soft Tissues,"Super harsh. We just got these tissues delivered today. I have never felt Puffs Plus tissues that are this harsh. These are like Puffs,  the sandpaper edition. I’m wondering that if these are actual Puffs or fakes.","[""quality""]"
Soft Tissues,Super hard and Scratchy. This Kleenex is incredibly rough. Definitely was expecting a much softer plush product. It’s thick and rough. Will be returning.,"[""quality""]"
Amazon Fire TV Stick,Super disappointed. Super disappointed in the fire stick I have roku sticks an a roku 3 an the FireStick is so slow in comparison. It struggles to load an play prime or Netflix. If someone is on the ps4 the FireStick won’t load at all when the roku works perfectly an quickly.,"[""performance""]"
Micro SD Memory Card,Super deal!!. Great deal and shipped fast!,"[""value""]"
Bluetooth Speakers,"Suits me fine. I'm enjoying this. I keep it plugged in all the time in my workshop, so I don't know or care how long it holds a charge. Sound quality is more than adequate for my purposes.","[""performance""]"
Hairspray,Strong. I have curly hair. I straighten the front. This hairspray stands up to the horrible Midwest humidity.,"[""performance""]"
Amazon Fire TV Stick,Streaming with ease. Works great,"[""performance""]"
Amazon Fire TV Stick,"Streaming issues. I can’t speak to all it’s features since I can’t get it to stream more than a few seconds at a time.  It keeps telling me the signal is lost, but when I check my signal through the tv it tells me it is strong... I’m not sure what to do, but not overly thrilled with it.","[""performance""]"
Kindle Tablet ,Strange review request. I didn't order this item.,"[""non-review""]"
Kitchen Tools,Stove. Fit great at the stove,"[""design""]"
Kindle Paperwhite e-reader.,Stopped working. I purchased this to replace an older kindle that stopped working after a couple of years.  This one won't come on anymore.,"[""quality""]"
Amazon Fire Tablet,"Stopped working. I bought this for my mom on June 2, 2019. Today it died. Will not charge. Won't do anything. I am upset it only lasted this long. Not at all happy","[""quality""]"
Hair Spray Bottle,"Stopped working after a 6 months. Ordered March 6 2019 , worked great till it stopped working September 20 . 😭🥺","[""quality""]"
Makeup Brush Holder ,"stonger than it looks, it is heavy enough in .... stonger than it looks , it is heavy enough in weight , made very well . Darlene, Macon, GA","[""quality""]"
Amazon Fire TV Stick,Stick. Apps don't load good very slow some apps can't get to work,"[""performance""]"
Hair Brush,"static. I like it, but it fills my hair with static every single time I use it.  On advice from a friend, I tried using dryer sheets with it.  That didn't work.  Can anyone tell me how to stop this problem so I can use this brush?","[""performance""]"
Insect Repellent,Staple product for camping and beach. Might as well put this on subscription. Use this all the time for camping and beach. I don’t smell horrible and it makes my skin feel great.,"[""performance""]"
Stain Remover,Stains still there!. It does not get stains out like the DREFT spray I bought years ago.,"[""performance""]"
Stain Remover,Stain remover. Removes stains better than Oxyclean.,"[""performance""]"
Amazon Fire TV Stick,Sporadic and unreliable.. Works when it feels like it.,"[""performance""]"
Amazon Echo Show,Speaker stinks!. It’s small I like my 8 inch so much better the speaker so much louder on my 8 compared to this one.,"[""performance""]"
Echo Dot,Sound quality is crap. I guess it does what is supposed to but sound quality is not good so I rarely use it. It’s okay for speech but listening to music is painful.<br /><br />I prefer Googles assistant. I was worth a try.,"[""performance""]"
Hair Clips,Sorry I wasted my money. To cheap. Sorry I wasted my money.,"[""value""]"
Kindle Tablet ,"Solid little tablet for a very fair price. Two .... Solid little tablet for a very fair price.<br /><br />Two stars due to HUGE amount of bloatware, and less performance than the generic android tablet I was planning on replacing with this, after the screen broke. I'll be just getting another generic android tablet instead.","[""performance"",""value""]"
Soap Sheets,"SOAP SHEETS ARE GOOD IDEA. A great concept - used these on a trip to Singapore (TSA compliant). I found I had to use more than one sheet - a single sheet didn't seem to create any cleaning atoms in the sink. Once I got 2-3 sheets per sink, I was satisfied with the result.","[""performance""]"
Earbuds,"So so. I gave these a try, but the bass isn't that great. My cheap Coby's are much better & that is what I'll stick with.","[""performance""]"
Water Filter,So So. Didn't like it.,"[""none""]"
Curling Brush / Iron,So happy to have found this. So happy to have found this!  It's the only thing that works on my curly hair to &#34;straighten&#34; it.  Very hard to come by. Great Value!,"[""performance"",""value""]"
Yoga Mat Cleaner,"So far, so good!. So far, so good! It doesn't smell like anything, and I seem to be consistently picking up grime on the towel every time I wipe it down, so it seems to be working. I do feel like I need more than 3 sprays to clean the mat, though.","[""performance""]"
Peppermint Oil,"Smells terrible. This smells almost rotten, like something in it has gone bad.  I couldn't stand the smell so I threw it away and got a different brand.","[""quality""]"
Yoga Mat Cleaner,"Smells nice, cleans poorly. Poor cleaner, does not make me feel like the mat is clean after wiping down. Smells nice though.","[""performance""]"
Coffee Filter,"SMELLS LIKE MOLD!!!. Do not buy, has a bad smell and took 3 weeks to arrive.","[""quality""]"
Amazon Smart Plug,"Smart Device Indeed!!!. Awesome, love all these smart devices. No more turning Christmas tree on. I simply say, Alexa turn on/off Christmas tree!","[""performance""]"
Coffee Filter,Sludge. Tried it with 3 different kinds of grounds on all available settings. Every single one leaves a bunch of sludge in the bottom of the cup.,"[""performance""]"
Kindle Tablet ,Slow. Slow,"[""performance""]"
Peppermint Oil,"Skin looks plump in the morning. I have sensitive skin and use this to spot treat dry areas. During colder months, I apply all over face and neck before bed and my skin looks amazing in the morning!","[""performance""]"
Hairspray,Sizable. Nice size,"[""design""]"
Pain Relief Cream,Simply put: A miracle cream for joint/muscle pain.. A miracle in a cream. I rubbed it on my knee and the pain was gone immediately. I am not even paid or given a free product. This is my honest review.,"[""performance""]"
Kitchen Tools,Silicone Stove Gap Covers. They don't fit properly.,"[""quality""]"
Micro SD Memory Card,"Shrug, it works. Bought it to use with a Raspberry Pi. It works, what more can I say.","[""performance""]"
Kitchen Tools,Should be slightly longer. The strips are a little too short,"[""design""]"
Smart Scale,Should be better for the Price. This should be way more accurate for the money aslo disappointed with the WiFi signal I have to be nearly right next to my router for it to work...,"[""performance"",""value""]"
Amazon Smart Plug,"Short life. These only last a short time. Than they stop responding and when you try to reconnect you get a ""provising"" error.  It is great when it works I bought 3 and only 1 is left working.","[""quality""]"
Curling Brush / Iron,Short life!. I bought this brush curling iron 5 months ago.  It was perfect...  at first.  After a couple of months it started losing the plastic bristles a few at a time.... then a lot each time I used it.  The whole reason I wanted the bristles was to keep from burning my skin.  Now most of the bristles have broken off and after a couple of bad burns on my forehead I gave up on it.,"[""quality""]"
Echo Dot,Shes always listening. Works great,"[""performance""]"
Cotton Rounds,"Shedding like the ""before"" in a heads&shoulders ad. I bought it purely because it's cheap and my only usage is to apply BHA toner. But I just can't take the shedding anymore. Jeez","[""quality""]"
Kitchen Tools,Serves its purpose.... Great product!!,"[""performance""]"
Water Filter,"Sent a bad filter. I've ordered before...but this last time I was sent a bad or counterfeit filter. It's too late to return it, so there goes $50.<br />I'm not too happy.  Check as soon as you get yours. I waited until mine was due to be replaced.","[""quality""]"
Amazon Fire Tablet,Screen quality. I use this mainly for reading books.  The last book I got took over 30 minutes to download and I was very close to my internet connection.  The screen keeps fading from bright to dark on its own with no interference from outside influences.,"[""performance""]"
Listerine pump for mouthwash,Sanitary. Very handy,"[""design""]"
Tea Infuser,"Safe?. The filter arrived defective, the metal appears to be printed on the outside of the plastic and could potentially end up in the tea itself. Try a different brand!","[""quality""]"
Necklace,Sadness. Pretty but poor quality. Broke the first time I used it.,"[""quality""]"
Echo Dot,Sad. Hardly recognizes what I ask for... Only good for telling jokes and the weather.  Other then that don't bother.,"[""performance""]"
Soft Tissues,Runny nose corrector. Need to be softer,"[""quality""]"
Cleaner,Review. Doesn't work as well as it used to.,"[""performance""]"
Earbuds,RETURNING/DEFECTIVE/MISSING PARTS.. There were no adjustable ear pieces in with the packaging. The sound was broken/intermittent. Returning these ASAP!,"[""quality""]"
UV-C Sanitizer and Deodorizer,"Returned without using..... I don't have this so I guess I sent it back without ever trying it, sorry no review then.... Don't even remember why......","[""non-review""]"
Cotton Rounds,Remove makeup or to use with a light cleanser or toner water to remove dirt off face. As advertised<br />Great to use with my toner wipes,"[""performance""]"
Amazon Fire TV Stick,Remote stopped working. The remote has stopped working even when the batteries have been changed multiple times. It has been less than a year from when I bought it. It’s extremely disappointing.,"[""quality""]"
Curling Brush / Iron,"relaxed body. Nice product, doesn't give as tight a curl as and iron does but does lift the hair.","[""performance""]"
Amazon Fire TV Stick,recommended by Jupiter TV. I will be attaching this to my main television so we can test Jupiter TV. This fire stick was highly recommended by that company and they even sell it on their site.,"[""non-review""]"
Cotton Rounds,"Received different brand. Like other reviews have showed I received a different brand than when I first ordered these, the ones I first ordered were great, didn’t leave any cotton on face, the ones I received the second time were the worst I’ve ever used, fell apart and leaves bits of cotton all over my face. Seems like a bait and switch...","[""quality""]"
Stain Remover,"Really  remove stains. Took all stains out off clothes, then other brands","[""performance""]"
Earbuds,Randomly disconnects. Randomly disconnects.,"[""performance""]"
Soft Tissues,"Quite powdery. I sincerely believe that these make me sneeze more as a result of the dust getting into my nose! If you're not sensitive like me, you may still like these since they are quite soft.","[""quality""]"
Amazon Fire TV Stick,"Questionable purchase. after 9 months both Firesticks will not work, no matter what we do.","[""quality""]"
Soft Tissues,Quality. Kleenex will never measure up to Puffs plus lotion.  I had to order Kleenex during the run on paper products,"[""quality""]"
Cotton Rounds,Quality. Good,"[""quality""]"
Peppermint Oil,"Quality this time is low. I've gotten this lol from this brand before and love it. I use it on my face as my sole product, and my skin is radiant.<br /><br />This time, though, the product is unsatisfactory. It smells and looks like rancid almond oil. It does not have the color or smell of pumpkin seed oil in the least.","[""quality""]"
Listerine pump for mouthwash,"pump is broken , unusabe. pump is broken, unusable","[""quality""]"
Yoga Mat Cleaner,"Pump does not work.  I should have checked all the reviews. The scent is nice, but the bottle is garbage.  You press down and it just stays down.  I'm going to have to put it in my own bottle.  I will not order from this brand again.  &lt;revised>  The vendor reached out to me and gave me a full refund.  Since this covers the cost of my own bottle, I would likely order from them again.","[""quality""]"
Soft Tissues,"Puffs plus - what’s not to love?. Great value, consistent product. Happy with subscribe and save - so far as I can tell, these are the same as in big box stores and similar value for the money.","[""value""]"
Soft Tissues,Puff tissue. Great quality<br /><br />Grade: A,"[""quality""]"
Eyebrow Tint,"Product has changed and not “dark” brown. Something is different - the dark brown is not as dark brown. I would describe it as light brown or brown, not dark at all. The new product does not result in the same depth of color or longevity. I’m very disappointed and contacting them to find out what has changed and why.","[""quality""]"
Kindle Tablet ,Priced perfectly. Great price,"[""value""]"
Insect Repellent,PREVENTS BUGS FROM DOGS. ME AND MY DOG WERE BOTH ALLERGIC,"[""none""]"
Hairspray,"Pretty sure this is a fake. Not the same wonderful scent as salon.. This smells nothing like the product I purchase at the salon or beauty supply. The can looks like it's the same, but it smells like nail polish. I am pretty sure it's a fake and I am disappointed.  Half of the reason I buy it is because of the scent.","[""quality""]"
Coffee Maker Cups,"Pretty purple and gold! Luv it!. I bought the 6pack cups, perfect! I usually buy a 4 pack of black ones. They seems small and don't fit my little white filters to well. These pretty purple ones fit great! And, for a dollar more, I get 2more! Thanx so much for the fast delivery too!","[""design"",""value""]"
Kitchen Tools,PRETTY 👌. Sorta too big for some spots on ove but overall a really  good biy,"[""design""]"
Amazon Smart Plug,Present. Present with Dot,"[""non-review""]"
Yoga Mat Cleaner,Present for mum on Mothers' Day. Present for mum on Mothers' Day,"[""non-review""]"
Coffee Filter,"Prefer the Unbleached. I prefer the unbleached - might be my imagination but the unbleached drains more quickly and doesn't, as some have written, have any different taste - none at all.","[""performance""]"
Hair Spray Bottle,Practico. Cabello,"[""non-review""]"
Water Filter,Poor!. For some reason with this one our water does not get cooled down!,"[""performance""]"
Amazon Echo Show,"Poor voice recognition. I have two other Alexa devices. This one has very poor voice recognition. Often I cannot get it to even turn off by command. Sometimes it will suggest using ""Alexa exit"" which oddly enough never works. The other two devices work quite well. Only the Echo 5 fails so miserably l.","[""performance""]"
Coffee Filter,"Poor quality. This product just didn't work for me. Every time I use them they break open and I still have to clean the K Cup of coffee grounds. For me, I'd rather use the reusable K cup than waste a coffee filter that isn't working anyway.","[""quality""]"
Coffee Scoop,Poor Quality. This product broke before I ever used it.,"[""quality""]"
Tea Infuser,Poor Quality. This item is of such poor quality that I doubt that it will last much more than a month or two. Every time I use it I wonder that the hot water didn't cause it to melt.,"[""quality""]"
False Eyelashes,"Poor Quality. These lashes are super weak and flimsy. Also, they don't come with glue.","[""quality""]"
Coffee Filter,"Poor quality. Not as good as genuine , too much charcoal dark rinses off in the beginning","[""quality""]"
Kitchen Tools,"Poor quality, does not fit right.  Do not buy this C**P. I bought several times from the other vendors and pans were fine.  this time I bought the cheapest and was punished.  Pans do not fit right... do not buy this!","[""quality""]"
Earbuds,"Poor mic. If you received/dialled a call using phone directly, and switched to this Bluetooth device after 10 seconds of conversation, person at other end will hear you okay. But if you do the same in Bluetooth mode, the person at the other end will not hear your voice.","[""performance""]"
Coffee Filter,Poor design.. Won’t buy again. Makes too much work for a cup of coffee.,"[""design""]"
Amazon Fire Tablet,"Poor battery life. I bought this so I could stream movies and play games during a flight. It works great for streaming videos but playing games is difficult unless the battery is fully charged. Once the battery charge gets below about 40 % the touch screen becomes erratic, for example moving, or not moving pieces when the screen is touched. No time to aim or adjust, it just fires randomly.","[""performance""]"
Coffee Scoop,Plastic garbage. Don't understand all the good reviews. To me it's just another  &#34;made in china&#34;  piece of junk.,"[""quality""]"
Necklace,"picture is much better that real. fits weird, picture is much better that real thing","[""design""]"
Cotton Rounds,Perfect. Works perfectly as intended with no issues!,"[""performance""]"
Dishwasher Magnet,Perfect. This magnet makes figuring out if the washer is clean or dirty a breeze. You don't have to yell at your spouse to figure out if it's clean or dirty.,"[""performance""]"
Earbuds,Perfect. I have tried (and returned) several earbuds because they stick out so far. These fit perfectly in my ear with no big mass sticking out! The sound quality is excellent! Super happy!,"[""design"",""performance""]"
Dishwasher Magnet,"Perfect. Finally found one, been looking for years","[""none""]"
Dishwasher Magnet,Perfect. Does what it is supposed to do - a perfect indicator as long as you remember to change it.,"[""performance""]"
Kitchen Tools,Perfect. Cheap and quick thank you very much,"[""value""]"
Coffee Scoop,"Perfect use with single serve paper coffee filters.. Fantastic product. I use this with paper filters, it fills the filter paper, and then tamps the coffee down need to tamp the coffee down to get the right portion. Love it!","[""performance""]"
Kindle Tablet ,"perfect size. I have the 7, i have the 10, and the paperwhite too (can't remember if 7""), but anyway, the 10 for me is too heavy and awkward to sit and watch TV and surf the net, or shop, or play games.  I gave the 10"" to my parents that ""need"" the bigger screen, and I am so happy I got the 8""----perfect for me!","[""design""]"
Amazon Echo Show,Perfect size for work. Bought this for work.  Fits on my salon station perfectly.  My clients love being able to change the music to their style.,"[""design""]"
Glycerin,Perfect for dyeing Sola wood flowers. I bought this to add to paint for dying Sola wood flowers. Works great,"[""performance""]"
Kindle Paperwhite e-reader.,Paperwhite - light and easy!. Lighting is amazing!  The size is “handy” and it is easy to use with a touch screen.  Only issue is the page turning function is a little “hair trigger”. If you just bump the device it turns the page on you!,"[""design"",""performance""]"
Water Filter,Overpriced. Overpriced... I was stupid and didn't research... You should be able to find this type of filter for $30 or under.,"[""value""]"
Water Filter,Overpriced. It's too expensive but I didn't see any other options....,"[""value""]"
Water Filter,"Overpriced, Go with one of the Replacement Brands. Don't waste your money.  For this price order 2 of the bargain filters and get the same result.","[""value""]"
Amazon Echo Show,Over priced clock and timer. Ehh. It’s alright,"[""value""]"
Amazon Fire Tablet,Ours lasted 15 months. Ours lasted only 15 months,"[""quality""]"
Contact Lens Solution,"OUCH! BURNS - takes more than 6 hours to neutralize. I have used this for years with no problem, but for some reason, with this last order, it burns even after 6 hours of soaking. Either I have to soak several hours longer, or switch to something that doesn't have a time requirement.","[""performance""]"
Echo Dot,"Otherwise happy with it. Sometimes seems to have trouble hearing you when you say &#34;echo&#34;, causing you to have to repeat yourself. Otherwise happy with it. I like that it comes in the while color. Goes nice in the kitchen.","[""design"",""performance""]"
Bluetooth Speakers,Oontz Angle 3 Next Generation Speaker. Love my little speaker! I connect it wirelessly Tommy iPod and off to the garden or shower I go! Nice! No wires to trip over or pull on - excellent!!!! They made fun of me when they saw it but now they just say - nice speaker Mom!!!!! I agree 100%!!! Love my speaker and it's all mine.,"[""design"",""performance""]"
Earbuds,Only lasted 9 months. They just stopped working last week.  I don't know why.  Even cheap ear buds should last longer than 9 months.,"[""quality""]"
Hair Spray Bottle,"Only for Water. I like the way the bottle sprays when it has water in it. I wanted to use it for other product, but it clogs the sprayer.","[""performance""]"
Amazon Fire TV Stick,Only came with 5. 6gb full capacity. Actually .... Only came with 5.6gb full capacity. Actually lower than the Fire Stick. I think I got a lemon as they are advertised to have 8gb,"[""quality""]"
Cleaner,One Star. waste of money. doesnt clean anything,"[""performance""]"
False Eyelashes,One Star. Very thin and cheaply made.,"[""quality""]"
Hair Clips,One Star. Very cheap and broke first use.,"[""quality""]"
Yoga Mat Cleaner,One Star. Useless.,"[""none""]"
Necklace,One Star. Ugly,"[""design""]"
Water Filter,"One Star. Too expensive, lasts only 6 months and no free shipping from Amazon.","[""value""]"
Peppermint Oil,One Star. They don't tell you that it says on the label that it is not to be taken internally.,"[""non-review""]"
Earbuds,One Star. These are not worth anything. They did not last but one day with my 7 year old daughter.,"[""quality""]"
Hair Diffuser Attachment,One Star. The diffuser collapses easily. If I could give it a negative star I would.,"[""quality""]"
Makeup Brush Holder ,One Star. The device does not stand up every time I take a brush out the whole thing falls over.,"[""performance""]"
Hair Clips,One Star. The clips broke very easily. Not very durable.,"[""quality""]"
Insect Repellent,One Star. Smelled fine but did nothing to keep Mosquitos away,"[""performance""]"
Foot Scrubber / Massager,"One Star. save your money, does not stick to shower floor.","[""performance""]"
Insect Repellent,One Star. Oily,[“quality”]
Curling Brush / Iron,"One Star. Not what I wanted, wanted the 1 inch!","[""none""]"
Anti-slip wax for glasses,One Star. Not really all that thrilled with this.,"[""none""]"
Curling Brush / Iron,One Star. Not hot enough to keep a curl! Sorry,"[""performance""]"
False Eyelashes,"One Star. Not good, i m not recommended","[""none""]"
Pain Relief Cream,One Star. It didn't help my leg pain.,"[""performance""]"
Coffee Maker,"One Star. in opposite to what the image shows, the item is fully opaque and not transparent.","[""non-review""]"
Hair Clips,One Star. Half of the clips were broken in the bag. Not worth sending back due to the delivery charge.,"[""quality""]"
Micro SD Memory Card,One Star. Had to return could use camera,"[""none""]"
Pain Relief Cream,One Star. Get a prescription. Much safer and pure.,"[""quality""]"
Smart Scale,One Star. Doesn't connect to wifi,[“performance”]
Anti-slip wax for glasses,One Star. Does not work,"[""performance""]"
Stain Remover,One Star. does NOT remove baby's food,"[""performance""]"
Curling Brush / Iron,One Star. Does not get hot enough to work well. Hair gets tangled.,"[""performance""]"
Amazon Fire Tablet,One Star. Crap.,"[""none""]"
Necklace,One Star. Cord undone when arrived,"[""quality""]"
Bluetooth Speakers,One Star. Charging port no longer works.  Speaker didn't last.,"[""quality""]"
Foot Scrubber / Massager,"One Star. Broke the second I used it, doesn't stick in place, had to request a refund","[""quality""]"
Stain Remover,One Star. Awful. Doesn’t remove stains. I’ve gone back to Shout.,"[""performance""]"
Bluetooth Speakers,One Star. Arrived not working.,"[""quality""]"
Kitchen Tools,"One does not fit. One of them did not fit. It seems that one of the 8&#34; burners is not identical to its mate. The heating element will not fit inside that one, but the other three I received are fine.","[""quality""]"
Hair curler,"Once you get the hang of it.... This is a little hard to use, to get the hang of it...I wish it came with a detailed instruction manual. Getting your hair to wrap around the balls is harder that you think--they always seem to gravitate to the inner parts--which is supposed to get you a different style. I'm still working on it. But I like the curls, it heats up fast","[""design"",""performance""]"
Water Filter,once installed the water had bad aftertaste - sent it back. had to send it back - it is easy to install but the water had an after taste once installed - i did reset my refrigerator filter button a few times but still had a aftertaste,[“performance”]
Pain Relief Cream,Old?. I honestly don't even think this stuff works... I have liquid DMSO and it burns when you put it on the skin (not a bad thing) and it relieves pain. I don't think this does anything. I used a lot of my hand and hard and don't think I felt a difference at all. Maybe I'm just used to it not being mixed with anything else...,"[""performance""]"
Hair Clips,"okay. These are low priced and you get a fairly light weight, flimsy clip, Hair clips dont need to be ultra strong but these break easily. Okay for the price, but if you plan to use them a lot you might want to try another option.","[""quality"",""value""]"
Water Filter,"OK.. Does its job.  WAY expensive.  And if you wait until 3-4 days before it's due to be changed, ice turns gray from charcoal.  Otherwise, whatever- it's a filter.","[""performance"",""value""]"
Necklace,Ok. This piece is more dramatic than I am. But cute,"[""design""]"
Amazon Smart Plug,"Ok, not bad. Not bad but too wide. Need a smaller size","[""design""]"
Soap Sheets,Ok product.. Did not suds up much. Had to use several at a time to satisfy my description of cleanliness.,"[""performance""]"
Coffee Filter,Ok if you like weak coffee.. Coffee maker still overflowing !!!!!!,"[""performance""]"
Foot Scrubber / Massager,Ok but the won't stay in one place with suction .... Ok  but the won't stay in one place with suction cups allowing it to move making it difficult to use,"[""performance""]"
Cleaner,"Ohhh A soft scrubby. I was surprised how well this cleaned.  Removed grease  from places I had trouble with before. Would love if it was a little larger, still, works wonders if you add a bit of cleaner or viviparous to sponge.  If you have reactions to cleanser because of odor or chemicals this is a must have.","[""performance""]"
Tea Infuser,"Nothing special. I dont understand why it’s for that price, nothing special","[""value""]"
Coffee Filter,"not worth the price. From ten dollars for 100, a price that was in effect for many many years, they now charge fifty dollars for the same thing.","[""value""]"
Back Cushion,Not worth the money!. Wasn’t all they claimed to be. If I haven’t already throw the boxes away I would have returned them.,"[""value""]"
Coffee Filter,"not worth the momey. got it because i like my brand of coffee, when i brewed first cup it was brown water.I like strong coffee don't spend your money.","[""performance"",""value""]"
Listerine pump for mouthwash,Not worth it. The product description wasn’t clear enough about which mouth wash containers this fits. I would have returned it but it wasn’t worth my time for a $6 item.,"[""value""]"
False Eyelashes,Not worth it. Poor quality,"[""quality""]"
Micro SD Memory Card,Not worth it. It stops working after a month,"[""quality""]"
Glycerin,"Not what is pictured!. I bought this glycerin because it was *supposed* to be Essential Depot brand. Instead I got the glycerin with the red, white, and blue label.<br /><br />I expect to receive what is in the picture. I will send a note to Essential Depot informing them of the switch.<br /><br />I ain't very happy right now.","[""none""]"
Kindle Tablet ,"Not what I expected. Whole it worked I really liked it. It lasted 14 months. My bad, I didn't buy an extended warranty as all my Kindles seemed to last forever. Most I gave away when I upgraded.  Next time I'll know better.","[""quality""]"
Soap Sheets,not what I expected. tried it before I went on vacation. tried to wash a pair of socks. did not seem to clean. socks did not seem fresh. Similar to simply rinsing socks with just water.,"[""performance""]"
Exfoliating Cloth,Not what I expected to receive.... Too rough and flimsy.,"[""quality""]"
Yoga Mat Cleaner,"Not What Expected.. Did not meet my expectiations, espessially for someone who does bikram yoga. My husband's mat smell especially bad, and this didn't help as much as I thought it would.","[""performance""]"
Coffee Filter,Not was I was looking for... the .... Not was I was looking for ... the package came open and the descriptions are not accurate the adapter if for the first version of the Keurig  ...,"[""none""]"
Shower Cap,"Not very well made. First time I used this, it caught my earring and the elastic pulled out. Not a quality product.","[""quality""]"
Cotton Rounds,Not too smooth. Claims to not leave behind lint but definitely leaves behind little bits of fuzz.  Not super absorbent.  Actually feels a little rough.,"[""quality""]"
Wet Wipes,"Not the Same As They Used to Be. I bought these when my daughter was of potty training age a few years ago, so it seemed like the natural choice when choosing for my now-potty training son.  Wow - there is a huge difference.  The wipe is half of the size they used to be!!  I am switching to the Huggies flushable wipes because they are larger in size.  Keeps little hands cleaner!","[""quality""]"
Amazon Fire TV Stick,Not the improvement I thought it would be.. It's fast connecting BUT it drops connection after 30 -40 minutes. How it drops signal is not consistent. At times it freezes completely and like last night picture kept playing but sound cut out. In all cases had to unplug and reboot. At least two times and one five times.,"[""performance""]"
Wet Wipes,Not The Best Wipe. These wipes are too small and flimsy. I don’t think a toddler could use them if you can’t get them out of the package.,"[""quality""]"
Wet Wipes,Not the bedroom. Drys too quickly,"[""performance""]"
Coffee Filter,Not that great. Leaves a lot of residue in your coffee.,"[""performance""]"
Amazon Echo Show,"Not that easy to set up. This is not that easy to set up and I am desperate for home protection. It is frustrating to work with. Between working, going to school, and the worry of trying to protect myself from a criminal element this device has been nothing but an exercise in frustration and futility. I use it for the news and music. Some times it shows me my security camera if it is in the mood.","[""design"",""performance""]"
Kitchen Tools,"Not sturdy enough to hold itself well. Flimsy.  Not study enough for the area I want.  Unfortunately I didn't send back in time. A waste for me. Sitting in the original packaging,  not being used.","[""quality""]"
Stain Remover,Not returning but both bottles were leaking laying down.  I cleaned them both and tightened the caps. Both bottles were leaking in the shipping box.,"[""quality""]"
Crown / Tiara,"Not returnable. When this item arrived the main large stone(or should I say glass) was loose in the bag.  When I tried to do a return, I received a notice that it was not eligible.  This is not stated in the ad.","[""quality""]"
Pain Relief Cream,"Not returnable and it came the jar was open.big mess. Wasted my money. Couldn't use it, it was open and a mess not returnable","[""quality""]"
Cotton Rounds,Not recommend. It's not well made. The little cotton fly aways will get everywhere on your finger and face,"[""quality""]"
Cotton Rounds,"Not really textured, as expected. Ordered these because they were to be textured cotton rounds, making eye makeup remove easier and more completely. The “texture” does not suffice to even be labeled as such. They are soft and absorbent if that’s what you are looking for, however","[""quality""]"
Amazon Echo Show,"Not necessary if one owns a smartphone and we all do. Even at $20, it was a waste of money.. Not necessary if one owns a smartphone and we all do.  In fact, it's very annoying, one cannot even use one's Amazon music account. Even at $20, it was a waste of money.","[""value""]"
Coffee Filter,not nearly as good as the squares. not nearly as good as the squares... tends to let the coffee sputter out of the pouring area while pouring hot waster into chemex,"[""performance""]"
Water Filter,"Not like the old. For some reason, this filter didn't work like the old ones.  I could hardly get it to put out a steady stream of water.  When it finally did, after much coughing and being readjusted, it produced, and continues to produce, a much thinner stream of good, clear cold water than the old GE Smartwater (not MWF&#34;) filter.  It takes about half a minute to run a cup of filtered water.","[""performance""]"
Bluetooth Speakers,Not like it at all. Not like it at all,"[""none""]"
Soft Tissues,Not Kool enough. I meant to order the cool Kleenex  Those are thicker and way softer,"[""quality""]"
Soft Tissues,"Not Kleenex.. Not Kleenex, but it’ll do.","[""none""]"
Amazon Fire Tablet,Not impressed. It's just okay. It's slow to respond and not very intuitive. It was a gift so I'm glad I didn't buy it.,"[""performance""]"
Wet Wipes,Not impressed. I know this is a kids product but the size of the wipe is almost comical and they are so thin and disintegrate with no force at all. I will not purchase again or recommend anyone to buy the product,"[""quality""]"
Exfoliating Cloth,Not impressed. Doesn't seem to give more lather like the claim it feel any better than a loofah,"[""performance""]"
Kitchen Tools,Not Happy. The Drip Pans looked nice on delivery.<br />Was worried that they were very thin.<br />After 2 months they started to rust and dis-color.<br />After 6 months they really looked bad.<br />Cannot clean them any more...Replaced them.,"[""quality""]"
Stain Remover,Not great... It didn't really remove stains. I ended up using other stain removers like shout and oxi clean to remove stains.,"[""performance""]"
Cotton Rounds,Not great. They shed bad.. These shed when you use them.,"[""quality""]"
Amazon Smart Plug,Not good. Defected product … does not connect to Alexa,"[""quality""]"
Water Filter,"Not good, take your chance.. This leaked all over my kitchen floor.  Total mess!! Not happy I sent it back.  Guess I will order direct from Samsung.","[""quality""]"
Coffee Filter,"Not Good Reusable Coffee Filter. Although this reusable coffee filter says it fits my Keurig machine, it does not.","[""quality""]"
Coffee Scoop,Not Good Quality. The product came broken and is just poor quality in general.  When I tried to return for a refund I was told that this product could not be returned and didn't help me any further.,"[""quality""]"
Kitchen Tools,"Not good for my needs. Not good, SUPER bulky and is huge! I tried them in case maybe they just looked too big, but nope, they were way too big for my kitchen and were more like a speed bump. I threw them out.","[""design""]"
Glycerin,Not good for e-juice. Not that great for e juice. Gives a dryer throat hit that the soy based VG I have used. I will not be using this for juice again,"[""performance""]"
Peppermint Oil,"Not good for DIY cosmetics. Not good for my homemade cosmetics — compared to other organic grapeseed oils, this one is deep yellowish green in color with a very pungent almost sour smell. I had previously been using a different grapeseed oil that was near odorless and had only a very faint pale yellow color.","[""quality""]"
